id,description
546085,Offers breakfast and dinner on a weekly basis.
546129,Provides a volunteer community chorus of adults who sing classical and popular music. Offers free performances open to the public.
546147,Conducts initial assessment of the needs of the clients while providing individual or family counseling concerning issues of adjustment to vision loss. Support groups also available.
548566,Consolidated care Inc. Provides comprehensive care for those with addictions to alcohol and other drugs. Substance abuse services Include a wide variety of services.
548835,Acts as tax collection agency for local village taxes. Staff are available to answer questions. Also works with those who are delinquent on city taxes.
548934,"Provides treatment for individuals dealing with mental health, substance abuse and addiction."
548938,"Comprehensive emergency shelter for runaway, homeless, and pushed out teens which provides counseling, case management, prevention and education services and anger management as needed."
549486,Accepts donations of pet food. Provides pet food to those in need as available.
550071,Provides jurisdiction over claims for awards of reparations filed by victims of crime. Does not process the initial victims of crime applications.
550257,Offers the central Ohio community access to interpreters in over 54 local languages and 200 phone service languages.
554309,Provides emergency care services.
554470,"Provides mentally ill, chronically homeless adults with access to permanent housing in unshared, unfurnished apartments. Client enters into a lease with the landlord."
554560,Provides food assistance for people who are having temporary financial difficulties caring for their dogs.
554853,Offers English as a second language classes. Childcare is provided during class.
554945,Provides a selection of used clothing and accepts donated used clothing.
554989,Offers clothing assistance to anyone in need in the greater Dayton area.
554991,Offers a computer lab.
555327,Provides vocational training program for individuals with intellectual and developmental disabilities. This program offers confidential document destruction.
555427,Provides special education programs and special educational projects by contract for school districts.
555609,Offers a choice food pantry.
555659,Provides free food pantry services to residents of 45223 and 45224.
555815,"Provides general physical exams, pediatrics, well baby care, and childhood immunizations."
555822,"Provides diagnostic and specialty treatment services to persons suffering from illness, injury, or physical conditions which do not require overnight or longer hospitalization."
555871,"Offers assistance with filling out some forms, will run errands, and provides information about social services for seniors."
555958,"Provides services geared toward personal growth, professional development and career progression."
556133,Provides fire prevention and protection services for the village of highland hills. Offers smoke detectors for seniors.
556303,Provides a monthly meal for the community
556318,Head start preschool center based and early head start home base serving Children and families that meet the eligibility criteria.
556660,"Provides a group exercise class, designed to help stroke survivors maintain function after completing rehabilitation programs. Class is facilitated by a physical therapist."
556812,Provides emergency financial assistance for utility bill payments and rent payments.
556998,"Offers after school activities such as tutoring, mentoring, computer programs, robotics classes, fitness classes, various workshops, games, and gym time for students in middle school and high school."
557104,Offers habilitation and support services which enable the individual to live and participate in the community as well as vocational support.
557680,"Providing homeless shelter for single Women and homeless shelter services for Women and Children, a safe emergency temporary shelter for homeless Women and Children."
557744,Provides financial assistance in paying for prescriptions.
557875,Patrol in a public area concerning the care and treatment of animals.
558110,"Provides vouchers for free eye exams and glasses for individuals without Medicare, Medicaid or insurance."
558208,Maintains a calander of dates and times of brief legal advice clinics around the columbus area.
562806,"Provides a variety of recreational and educational programs for youth, adults, and families, including book discussion groups, movie nights, arts and crafts, and after school activities."
562838,Offers sheltering services for animals.
563090,"Provides family centered birthing services that includes information and support with breast feeding, childbirth education and delivery support group information."
563448,"Offers special education, special education Assesment, and gifted education. Provides services for students with disabilities."
563571,"Partners with various agencies and organizations to host a mobile health screening unit with a focus on kidney disease, risk factors and education."
563675,Provides limited emergency food assistance to anyone in need.
563729,Provides classes to improve English speaking and writing skills and to prepare for citizenship tests.
563754,Is a membership based organization that provides education and leadership training for public policy action on family issues.
563883,"Provides a food pantry, bags of food to those in need and delivers bags of food to seniors who are homebound in the nearby communities. Also assists with funeral and wedding services."
563943,"Provides job search assistance, workshops on seeking employment, and individual counseling to assist veterans in finding employment."
566297,Enables the adoption of cats and dogs to permanent homes.
566429,"Provides euthanasia services for animals who are of advanced age, sick or injured."
566854,"Provides free diapers, free baby clothing, free maternity clothing, free baby formula to Women in need from the community."
566919,Daily meal and transportation to grocery store every Wednesday. Offers transportation to local doctors office and other community services
567043,Provides a monthly hot meal for the community.
567060,Provides a hot meal program.
567105,"Provides special education, gifted education, and disabled student services. Works to implement strategies for helping students who have special learning or behavioral needs."
567163,Works with the social security administration to determine medical eligibility for ohioans who apply for social security disability benefits.
567203,Handles reports of harmful or potentially harmful issues or events that would affect students and schools in the parma city school district. Calls are confidential and callers may remain anonymous.
567462,"Provides a sensory focused camp experience for Children and their caregivers. Promotes language and expression, weather exploration, and plant and animal discovery."
567550,Providing free food pantry services to eligible residents of the Roselawn area.
567568,Provides food assistance once per month for those in need.
567579,Provides a 1 week supply of food.
567778,Provides various types of services to youth of portage county.
567980,Provides delivery of library materials to homebound persons. Librarians select materials to match the interests of recipients.
567998,"Evaluates the mental or emotional status of people who may be experiencing acute or chronic stress or mental health issues, then formulates a recommendation for treatment."
568003,Provides residential treatment and respite care to youth with mental health diagnosis.
568113,Provides temporary housing to offenders in transitional control who are determined to be low risk. Residents will seek employment and permanent housing during their stay.
568188,"Our mission is to assure all residential and business consumers access to adequate, safe and reliable utility services at fair prices."
568227,Provides school health programs for the Ridgedale local school district.
568257,"Speaks to groups on a variety of topics relating to substance abuse, addiction, and prevention."
580116,Offers a Hotline that provides phone counseling and referrals in Spanish.
580198,"Provides information, resources, empathy and support for families of triplets, quadruplets or more. Can provide speakers on request. Call for more information."
580213,"Offers a community service project whereby members of the national auto body council repair and donate recycled vehicles to families and service organizations in need, in their community."
580302,"Organizes events which promote social awareness, funds for scholarships, awards to role models in the community all ages, and more."
580360,Civil senior housing contains 28 units of low to moderate income senior citizen housing.
580717,Provides information to educate the public on fraudulent activities and about companies who have been exposed to have unethical business practices.
580938,"Information is provided about individual rights, community services, equipment, accessibility, and more for the disabled."
581109,Provides parenting classes for parents enrolled in dutchess county family treatment court.
584063,Offers early intervention services and education.
584091,Special education centers for Children with developmental disabilities.
584383,The government seat for the village. Provides many services for the residents it serves.
584534,Offers testing for sexually transmitted diseases.
584541,"Provides prenatal and Postpartum pregnancy care services, including birth control options, teen pregnancy prevention counseling, along with prenatal care and more."
584809,"Offers a variety of fun activities for Children and young adults which promote and make reading fun, including book clubs for adults."
585055,"Confidential support line for lesbians line not answered in person, callers leaving a message will receive a discrete reply."
585073,"Offers concerts, book discussion and other similar activities for adults to socialize and have fun."
585274,Rehabilitative services for individuals who are homeless and have a mental illness.
585443,"The town hall provides a variety of services for the residents of its town including courts, the clerks office and office of the mayor."
585659,Offers information on resources and services for alcohol or drugs addiction.
585826,"Programs that make necessary medical services available in the homes of people who are aged, ill or convalescing."
585876,"Provides a health care facility for veterans, with short and long term care, including rehabilitation services, psychiatric care, wound clinic, pain management, and more."
586113,Rensselaer county Nysarc offers day habilitation services to individuals with mental retardation and other developmental disabilities or delays.
586138,Provides Lyme disease testing to help with diagnosis and treatment.
586394,Issues nys handicap parking permits to qualifying individuals
586570,"Provides emergency medical care and transportation to a medical facility, for those in the local community, due to illness, accident, or other medical emergency situation."
586603,Offers monthly blood pressure screenings free of charge.
586612,Provides an area in the library that allows an opportunity for local artists to exhibit their works of art.
586681,Offers voter resource information.
586786,"Provides a day program for adults who need supervision for a few hours a day. Services include two meals, snacks, planned activities, social interaction, and medication management."
586815,Offers a recreational program for seniors.
586838,"Provides a variety of books, other reading material, dvds, cds, and audiobooks, along with Internet and computer access, and other Online resources."
586844,"Dedicates 8 beds, with a 750 pound capacity for individuals hospitalized for weight or Bariatric care, including nutrition counseling."
586882,The Lyme prevention program provides public education about Lyme disease.
587122,"Provides a package of food for low income individuals and families in the local community, including food baskets for thanksgiving and christmas."
587142,Offers a breast cancer support group.
587178,Allows anyone to drop off unwanted newborns without facing criminal charges.
587404,"Provides a needs assessment for Medicaid eligible individuals and creates a care plan and goals to achieve the activity plan, and also links them to other appropriate services."
587684,Offers counseling and support for parents or family members who have lost a child at birth or prior to birth. Meetings are facilitated by certified bereavement counselors.
587788,"Students split their time between their regular classrooms, an internship in their desired career Feild, and the new visions classroom. Students can earn up to 9 college credits in the program."
588267,Provides Spanish speaking residents with information and referrals to services or resources within community for their various needs.
588294,"Accepts donations of new or gently used clothes, accessories or school supplies."
588393,"Helps link local residents with information and referrals to services and resources in the community, based on their needs."
589430,"Provides safe shelter, confidential services, and housing assistance to individuals in crisis due to homelessness, domestic violence and sexual assault."
589633,"Provide quality counseling, education, and support services to address alcohol, drug, and gambling concerns while promoting physical and mental wellness"
589669,Offers child care services.
590009,"Offers activities for older adults. Provides a monthly calendar of events. Facility includes a craft room, Multipurpose room, dining room, kitchen and billiard room."
590316,A flu shot clinic for Children age 6 months and older.
590383,Provides yoga classes for practitioners at all experience levels.
590505,Provides case management and home care services for eligible individuals as a means of avoiding premature institutionalization.
590796,Offers a monthly grocery bag giveaway for residents of west Akron in need. Offers free commodities to residents of west Akron in need.
590807,Provides specialized computer training for individuals with disabilities.
590886,"Free Website offering guidance and information on child care and child development to parents, grandparents, child care providers, and communities."
591011,"Offers a Statewide program that helps people with disabilities obtain their own computer. Computers come with Internet capability, large hard drives, and speedy processors."
591072,Serves a monthly hot meal.
591142,Preschool program that is a part of the local public school system.
593612,"Offers new or secondhand furniture, appliances, clothing, toys and other material goods at lower than retail prices. Uses the proceeds from sales to support other services to the community."
594315,Provides alcohol and drug prevention education.
594371,Provides instruction for individuals who want to learn or perfect their skills in utilizing computers. Offers instructions on how to Download digital books and audio books from the Internet.
594373,Offer free wireless Internet access.
594397,"The job shadowing project provides a career Coordinator to link students, schools and businesses for job shadowing opportunities."
594549,Provides Childcare services.
594553,Provides food and shelter for homeless individuals and families. Clients may stay up to 90 days in the shelter. Long term recovery for adult males.
594561,"Offers mutual support groups for people with alcohol or drug dependency issues. Provides emotional support, information and resources to help those who participate modify behaviors."
594696,Provides testing for sexually transmitted diseases and Hiv. Referred out for hepatitis c testing.
594894,Offer local bus services in Lorain county.
594919,"Provides a thanksgiving meal to individuals and families in need. Delivery service is available for residents of Marietta, Williamstown and Reno unable to attend."
597371,Offers a drug and alcohol rehabilitation specialty hospital and treatment center.
597580,Gable estates is a 16 unit complex for older adults and individuals with disabilities. These units are all one bedroom with a stove and refrigerator provided by Harrison Mha.
597708,Provides a visitation program for older adults that aims to provide companionship to enhance socialization and community involvement.
597823,Provides a senior center that offers a wide range of social and recreational activities.
598181,Provides parenting classes that teaches coping skills.
598322,Provides living assistance to individuals in need.
598364,Offers opportunities for clients and families to talk about how ms affects their mental as well as their physical health.
598498,"Psychiatrists help clients manage mental illness, prescribe and evaluate the effectiveness of current medications, and offer recommendations and education to improve the success of treatment."
598716,Urgent care center for youth with board certified physicians on duty at all times.
598829,Provides food for individuals in need.
599007,Provides a ride home or to a hotel for area residents on specified holiday evenings.
601096,Provides limited canned goods to people in need. Clients may use service twice a year.
601243,Offers informational events explaining information on Medicare plans and changes in that affect coverage and costs.
601415,Provides laboratory services which includes blood draws and specimen collection seven days a week.
601579,Provides school supplies for area schools to distribute.
601665,Provides personal care assistance.
601690,Awards tuition assistance scholarships to nursing students who have academically excelled in their individual nursing program.
601986,Offer free Wifi access in all public areas of the library.
602077,Provides pediatric services and immunizations.
602306,Provides a community meal. Delivery can be requested within a 5 mile radius of the church.
602385,Provides emergency shelter for families.
602424,Accepts donations of assistive technology and equipment including wheelchairs and walking aids. Donated items are loaned out to people in need in the community.
602593,Provides regular van service to go to a grocery store.
602810,Provides cash assistance for the disabled who have worked and have enough credits
602908,Provides food to individuals and families in need.
603162,Provides emergency financial assistance for a wide range of basic needs.
603178,Offers free blood pressure checks by paramedics.
603402,Provides a clothing and bread giveaway for people in need. Clothing available based on donations received.
603407,Provides preschool and Childcare services.
603566,"Creates a healthy place for all to live, work, and play by preventing disease in the community, empowering people to make better choices, and promoting overall health and wellness."
603599,"Offers support for preventative Healthcare, asthma education, transportation services, home visits, interpretation services, telephone consultation and education."
604143,Please call to see what services are offered.
604311,Provides information and support for individuals and families who have suffered a head injury.
604327,Education and prevention to improve the oral health of nevadans.
604469,"Provides benefits for retired people, their survivors and the disabled."
604544,Designed for dementia patients and their loved ones. Provides an opportunity for the patients to be photographed in the event they become disoriented and unable to find their way home.
607485,Senior advocates elected to establish priorities for consideration by the texas legislature
607950,Offers child neurology and sleep disorders services.
608021,Offers a support group for individuals and families with disabilities.
609067,"When an individual requires assistance in personal care, hygiene, or activities of daily living, the only viable option is home health care."
609878,"A support group for parents, grandparents and siblings who have suffered the death of a child, grandchild or sibling."
610775,A food pantry for qualifying individuals. Clients sign in each week and are permitted to shop for their weekly needs. Some restrictions on certain foods may apply.
610943,Provides bereavement counseling and support groups.
610945,Provides a food pantry for individuals in need. Offers a three day supply of food.
611029,Provids smoke alarms to local residents.
612652,"Provides behavioral health counseling for individuals, family and Children."
615321,Food pantries store food for those in need and distribute it at an accessible location. Eligible participants can access food for free.
615648,"Private owner who supplies wheelchairs, canes, walkers, and beds."
618602,"They provide coats and boots in the winter Fr those who are in need. They also have clothing, shoes, and home goods available."
618637,"Service that provides and distributes food for folks to take home in the form of grocery bags, food boxes, food banks"
619116,"Offers home repair and property upkeep, home improvement, handicap accessible changes, lawn care, snow removal."
620070,Provides a health home program for Medicaid enrollees with chronic conditions.
620211,"Disseminates information about problem and pathological compulsive gambling. Also, promotes the development of services for those with the disorder."
620323,"Network of agencies helping individuals and families find ways to matriculate out of poverty, by providing programs such as energy assistance, youth head start, and other financial assistance."
620778,Offers a transitional housing program.
620883,Provides outpatient substance abuse services.
620971,"A free class to walk new homebuyers through the process of buying a home, including getting a loan, credit issues, finding the right home, and home budgeting."
621784,"Incorporated in 1988, we assist families in need through our food pantry and monthly distribution, job training, support groups, emergency assistance, and special events."
622088,Full service medical center providing primary care and specialty care services.
622521,"New parent program works with parents prenatally through age 5, program builds strengths and positive discipline, provides encouragement for Stronger parenting."
622531,Low rent housing for those who qualify. Public housing and section 8
622663,Child welfare services are in place to support Children and families who face challenges that put the safety and well being of Children at risk.
622855,The foster and kinship care education program offers a variety of training sessions that will assist the resource parent to be informed and well prepared in caring for the Children in care.
623006,"To provide each student the opportunity to develop intellectually, emotionally, physically and socially in a safe and orderly environment"
623068,The gate team provides assessment and placement of individuals referred for notable substance abuse.
623084,Program offers dad classes specifically designed for fathers and Held at various locations in fresno on a weekly basis. Program offers 130 hours of Paid subsidized
623132,To empower all students to excel now and in the future is a goal that can be accomplished
623206,"Advanced center for Eyecare strives to provide the highest quality services to the uninsured, underinsured, and underserved residents of Bakersfield."
623318,Daybreak apartments offers 60 affordable apartments to low income persons.
625241,"A furniture bank that serves lake county, oh. Referral through a social service agency, united way, churches, and other service organizations."
625690,Provides a full range of dental services as part of a a collocated services site
625823,"The mission of Mt. Calvary Baptist church is to lead our community and world to abundant living in jesus Christ through evangelism, worship, spiritual nurture and service."
627202,"Spartanburg school district seven strives for unmatched excellence in academics, athletics, activities, and the arts."
627532,"Free bilingual referral service for those needing assistance with translation, health insurance, citizenship or other issues."
628772,Provides gastrointestinal specialty care.
628885,La sierra provides a rigorous academic education in a strict military environment.
629371,The ossining food pantry distributes food to the needy in the parish of hall of trinity episcopal church.
629403,"Provides lifeline, a government assistance program that provides discounts on wireless service for qualified consumers."
629447,Program provides emergency food to individuals and families in need.
629906,Mobile food distribution.
629926,Rehabilitation services offers a variety of programs and services to meet the diverse needs of kansans with disabilities.
630048,"Provides primary medical care, preventive care, prenatal care, counseling, treats illness, injury and chronic conditions."
630074,Provides transitional housing and inpatient substance abuse treatment for men.
630092,Provides food to local food pantries and coordinates with agencies during food distributions.
630128,Provides food boxes on a monthly basis to needy families in Lemoore.
630182,"Provides training on how to help someone who is in a mental health crisis until an appropriate professional, peer support, or family support can be engaged."
630184,"Provides behavioral health services to Children, youth, families, and adults. Includes linkages, counseling, case management, screenings, training, and clinical services."
630235,Provides licensing of families who are interested in becoming foster families.
630248,Provides 20 beds to men with no place to stay for the night. Operates on a first come first serve basis.
